이미지 주소,브랜드,상품명,판매가격,원가,할인율,리뷰수,별점,상품 상세 이미지,중분류,소분류
https://cdn.chicor.com/images/product/20211029150025792.jpg?d=600x0,바비브라운,NEW 인텐시브 세럼 파운데이션 SPF40 PA++++,86700,102000,15,14,97,['https://cdn.chicor.com/images/editor/20211014141426624.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20230330105227606.jpg?d=600x0,메이크업포에버,리부트 파운데이션 30ml,56100,66000,15,27,96,['https://cdn.chicor.com/images/editor/20230111142425895.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20200522012018092.jpg?d=600x0,맥,스튜디오 픽스 플루이드 SPF15/PA++ 스킨 밸런싱 콤플렉스,55250,65000,15,8,100,['https://cdn.chicor.com/images/editor/20221031110510530.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20211007171929365.png?d=600x0,라네즈,라네즈 네오 파운데이션_매트,25500,40000,36,3,100,"['https://cdn.chicor.com/images/editor/20211007171231023.jpg', 'https://cdn.chicor.com/images/editor/20211007171247315.gif', 'https://cdn.chicor.com/images/editor/20211007171301651.jpg', 'https://cdn.chicor.com/images/editor/20211007171327747.gif', 'https://cdn.chicor.com/images/editor/20211007171348042.jpg', 'https://cdn.chicor.com/images/editor/20211007171417343.gif', 'https://cdn.chicor.com/images/editor/20211007171435129.jpg']",베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20200521050604326.jpg?d=600x0,맥,스튜디오 퍼펙트 SPF15/PA++ 파운데이션 래디언스 콤플렉스 (리필),47600,56000,15,9,100,['https://cdn.chicor.com/images/editor/20230209154209061.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20221007110253859.jpg?d=600x0,네이밍,레이어드 커버 파운데이션 30ml (택1),21750,29000,25,25,98,"['https://cdn.chicor.com/images/editor/20231013172100602.jpg', 'https://cdn.chicor.com/images/editor/20231013172106350.jpg', 'https://cdn.chicor.com/images/editor/20231013172111145.jpg', 'https://cdn.chicor.com/images/editor/20231013172118778.jpg', 'https://cdn.chicor.com/images/editor/20231013172127660.jpg']",베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20220307104406328.jpg?d=600x0,에스쁘아,프로테일러 비글로우 스틱파운데이션,26100,29000,10,31,96,['https://espoir.speedgabia.com/product/makeup/face/611123516.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20221205150316536.jpg?d=600x0,에스쁘아,에스쁘아 비글로우파운데이션 뉴클래스,36000,40000,10,6,100,"['https://espoir.speedgabia.com/product/makeup/face/newclass/newclassfoundation_chicor1.jpg', 'https://espoir.speedgabia.com/product/makeup/face/newclass/newclassfoundation_chicor2.gif', 'https://espoir.speedgabia.com/product/makeup/face/newclass/newclassfoundation_chicor3.jpg']",베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20211007180601765.png?d=600x0,라네즈,라네즈 네오 파운데이션_글로우,25500,40000,36,3,73,"['https://cdn.chicor.com/images/editor/20211007180020101.jpg', 'https://cdn.chicor.com/images/editor/20211007180035757.gif', 'https://cdn.chicor.com/images/editor/20211007180052551.jpg', 'https://cdn.chicor.com/images/editor/20211007180107834.gif', 'https://cdn.chicor.com/images/editor/20211007180123394.jpg']",베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20230221152609974.jpg?d=600x0,나스,소프트 매트 컴플리트 파운데이션,61200,68000,10,10,94,['https://cdn.chicor.com/images/editor/20230221132559416.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20231031162231921.jpg?d=600x0,헤라메이크업,헤라 실키 스테이 24H 롱웨어 30g_23AD,63000,70000,10,1,80,"['https://cdn.chicor.com/images/editor/20230922161256138.jpg', 'https://cdn.chicor.com/images/editor/20230922161424498.jpg', 'https://cdn.chicor.com/images/editor/20230922161440426.jpg']",베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20210309165005009.jpg?d=600x0,3CE,벨벳 핏 파운데이션,27200,32000,15,5,100,"['https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000148593&dispCatNo=1000001000200010002&trackingCd=Result_1', 'https://cdn.chicor.com/images/editor/20230309190500168.jpg', 'https://cdn.chicor.com/images/editor/20230309190518820.jpg']",베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20200609134239735.jpg?d=600x0,아워글래스,배니쉬 파운데이션 스틱,63000,70000,10,5,96,"['https://cdn.chicor.com/images/editor/20230713095108653.jpg', 'https://cdn.chicor.com/images/editor/20230713095118102.jpg']",베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20220407110943112.jpg?d=600x0,랑콤,어드밴스드 미라클 에센스 파운데이션,74700,83000,10,2,100,['https://cdn.chicor.com/images/editor/20211117172354526.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20200526070916875.jpg?d=600x0,로라메르시에,플로리스 뤼미에르 파운데이션,80100,89000,10,3,100,['https://cdn.chicor.com/images/editor/20210330205018259.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20231031162021038.jpg?d=600x0,헤라메이크업,헤라 글로우 래스팅 파운데이션 30ml_23AD,63000,70000,10,2,100,"['https://cdn.chicor.com/images/editor/20231004150518800.jpg', 'https://cdn.chicor.com/images/editor/20231004150523951.jpg', 'https://cdn.chicor.com/images/editor/20231004150529107.jpg']",베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20220926160256538.jpg?d=600x0,헤라메이크업,글로우 래스팅 파운데이션,55250,65000,15,15,100,['https://images-kr.amoremall.com/fileupload/products/111070000904/detail/2022/01/19/glowlasting_foundation.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20210312093545766.jpg?d=600x0,정샘물,에센셜 스타실러 파운데이션,35700,42000,15,1,100,"['https://cdn.chicor.com/images/editor/20210312093031192.jpg', 'https://cdn.chicor.com/images/editor/20210312093041559.jpg']",베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20220419172824728.jpg?d=600x0,에스쁘아,에스쁘아 프로테일러 파운데이션 비벨벳,36000,40000,10,5,100,['http://espoir.speedgabia.com/product/makeup/face/611123586.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20220218172416500.jpg?d=600x0,로라메르시에,틴티드 모이스춰라이저 오일프리 0N1 페탈 - 트래블 사이즈,40500,45000,10,4,100,[],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20220106224154830.jpg?d=600x0,파뮤,NEW 에버 글로우 쿠션,42000,42000,0,0,0,['https://cdn.chicor.com/images/editor/20220106223818113.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20230307142122689.jpg?d=600x0,샬롯틸버리,샬롯 틸버리 에어브러쉬 플로리스 파운데이션,60300,67000,10,1,100,['http://img.lottegfr.co.kr/CharlotteTilbury/main2/102853.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20230602173801992.jpg?d=600x0,로라메르시에,리얼 플로리스 웨이트리스 퍼펙팅 파운데이션,67500,75000,10,5,100,['https://cdn.chicor.com/images/editor/20230602173636602.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20220428161819308.jpg?d=600x0,헤라메이크업,헤라 실키 스테이 24H 롱웨어,57800,68000,15,134,98,"['https://cdn.chicor.com/images/editor/20230913092703759.jpg', 'https://cdn.chicor.com/images/editor/20230913092710769.jpg']",베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20230719100131953.jpg?d=600x0,아워글래스,앰비언트 소프트 글로우 파운데이션,78300,87000,10,3,100,"['https://cdn.chicor.com/images/editor/20230131154032187.png', 'https://cdn.chicor.com/images/editor/20230131154043058.png']",베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20231031140131524.jpg?d=600x0,랑콤,뗑 이돌 울트라 웨어 케어 앤 글로우 파운데이션,78300,87000,10,3,100,"['https://cdn.chicor.com/images/editor/20231019142925000.jpg', 'https://cdn.chicor.com/images/editor/20231019142936792.jpg', 'https://cdn.chicor.com/images/editor/20231019142947207.jpg']",베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20221020105900658.jpg?d=600x0,조성아22,조성아 티엠 메가 핏 스틱 파운데이션,27000,45000,40,4,100,['https://cdn.chicor.com/images/editor/20230223102949414.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20231031104714043.jpg?d=600x0,아워글래스,베일 하이드레이팅 스킨 틴트,63000,70000,10,14,99,"['https://cdn.chicor.com/images/editor/20230713110738248.png', 'https://cdn.chicor.com/images/editor/20230713110747645.png', 'https://cdn.chicor.com/images/editor/20230713110905718.png']",베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20220513170837402.jpg?d=600x0,포니이펙트,포니이펙트 줌인 파운데이션,27300,39000,30,27,99,"['https://cdn.chicor.com/images/editor/20220513170731966.jpg', 'https://cdn.chicor.com/images/editor/20220513170741360.jpg']",베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20210910154001756.png?d=600x0,연작,에어리 크림 커버 밤 파운데이션 1호,61200,68000,10,1,100,"['https://cdn.chicor.com/images/editor/20210910153456612.jpg', 'https://cdn.chicor.com/images/editor/20210910153501055.jpg']",베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20230307142208396.jpg?d=600x0,샬롯틸버리,샬롯 틸버리 샬롯츠 뷰티풀 스킨 파운데이션,60300,67000,10,0,0,['http://img.lottegfr.co.kr/CharlotteTilbury/main2/105453.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20230131153336767.jpg?d=600x0,콰티,비비샤르 프랑스 비건 파운데이션,34000,34000,0,5,100,"['https://cdn.chicor.com/images/editor/20230131145002204.jpg', 'https://cdn.chicor.com/images/editor/20230131145008688.jpg', 'https://cdn.chicor.com/images/editor/20230131145014307.jpg', 'https://cdn.chicor.com/images/editor/20230131145019157.jpg']",베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20231102110338104.jpg?d=600x0,딘토,운초 블러매트 파운데이션,28800,36000,20,3,100,"['https://cdn.chicor.com/images/editor/20230707164414648.jpg', 'https://cdn.chicor.com/images/editor/20230707164425071.jpg', 'https://cdn.chicor.com/images/editor/20230707164430422.jpg', 'https://cdn.chicor.com/images/editor/20230707164435153.jpg', 'https://cdn.chicor.com/images/editor/20230707164439967.jpg', 'https://cdn.chicor.com/images/editor/20230707164444800.jpg', 'https://cdn.chicor.com/images/editor/20230707164449444.jpg', 'https://cdn.chicor.com/images/editor/20230707164454961.gif', 'https://cdn.chicor.com/images/editor/20230707164459691.jpg', 'https://cdn.chicor.com/images/editor/20230707164505033.jpg', 'https://cdn.chicor.com/images/editor/20230707164509852.jpg', 'https://cdn.chicor.com/images/editor/20230707164514234.jpg', 'https://cdn.chicor.com/images/editor/20230707164519174.jpg', 'https://cdn.chicor.com/images/editor/20230707164523973.jpg', 'https://cdn.chicor.com/images/editor/20230707164528235.jpg', 'https://cdn.chicor.com/images/editor/20230707164533335.gif', 'https://cdn.chicor.com/images/editor/20230707164537862.jpg', 'https://cdn.chicor.com/images/editor/20230707164543511.jpg']",베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20230616105635460.jpg?d=600x0,끌레드뽀보떼,래디언트 플루이드 파운데이션 매트,161500,170000,5,2,100,['https://cdn.chicor.com/images/editor/20230201095302832.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20221004095826756.jpg?d=600x0,에스티로더,더블웨어 쉬어매트 파운데이션,71400,84000,15,2,100,['https://cdn.chicor.com/images/editor/20221007112440297.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20230922142156956.jpg?d=600x0,맥,MAC 스튜디오 래디언스 세럼-파워 파운데이션,61200,72000,15,1,100,['https://cdn.chicor.com/images/editor/20230922142108652.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20210910152240243.png?d=600x0,연작,스무딩 커버 컴팩트 파운데이션 1호,56700,63000,10,3,67,"['https://cdn.chicor.com/images/editor/20210910151208166.jpg', 'https://cdn.chicor.com/images/editor/20210910151213220.jpg']",베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20211029160905523.jpg?d=600x0,끌레드뽀보떼,래디언트 크림 파운데이션 N,161500,170000,5,3,100,['https://cdn.chicor.com/images/editor/20230201095405807.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20210910154225973.png?d=600x0,연작,에어리 크림 커버 밤 파운데이션 2호,61200,68000,10,0,0,"['https://cdn.chicor.com/images/editor/20210910154052852.jpg', 'https://cdn.chicor.com/images/editor/20210910154057320.jpg']",베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20210125145424645.jpg?d=600x0,제스젭,제스젭 리퀴드필터 샌드,30600,34000,10,1,100,"['https://cdn.chicor.com/images/editor/20220907161455971.jpg', 'https://cdn.chicor.com/images/editor/20220907161502997.jpg', 'https://cdn.chicor.com/images/editor/20220907161512881.jpg']",베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20220408171455109.jpg?d=600x0,아임미미,매트풀 포슬린 파운데이션,15000,25000,40,28,99,"['https://cdn.chicor.com/images/editor/20220408171257377.jpg', 'https://cdn.chicor.com/images/editor/20220408171311588.gif', 'https://cdn.chicor.com/images/editor/20220408171317670.jpg', 'https://cdn.chicor.com/images/editor/20220408171323454.jpg', 'https://cdn.chicor.com/images/editor/20220408171329068.gif', 'https://cdn.chicor.com/images/editor/20220408171334752.jpg', 'https://cdn.chicor.com/images/editor/20220408171339870.jpg', 'https://cdn.chicor.com/images/editor/20220408171357623.jpg', 'https://cdn.chicor.com/images/editor/20220408171404780.jpg', 'https://cdn.chicor.com/images/editor/20220408171409824.jpg', 'https://cdn.chicor.com/images/editor/20220408171415502.jpg', 'https://cdn.chicor.com/images/editor/20220408171420672.jpg', 'https://cdn.chicor.com/images/editor/20220408171425889.jpg', 'https://cdn.chicor.com/images/editor/20220408171430815.jpg', 'https://cdn.chicor.com/images/editor/20220408171435829.jpg']",베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20200602181922135.jpg?d=600x0,에스쁘아,프로테일러 파운데이션 비글로우 SPF25 PA++,38000,38000,0,8,100,[],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20231102110047131.jpg?d=600x0,딘토,운초 블러글로이 파운데이션,28800,36000,20,0,0,"['https://cdn.chicor.com/images/editor/20230707165135348.jpg', 'https://cdn.chicor.com/images/editor/20230707165145001.jpg', 'https://cdn.chicor.com/images/editor/20230707165150641.gif', 'https://cdn.chicor.com/images/editor/20230707165158564.jpg', 'https://cdn.chicor.com/images/editor/20230707165204614.jpg', 'https://cdn.chicor.com/images/editor/20230707165209612.jpg', 'https://cdn.chicor.com/images/editor/20230707165214178.jpg', 'https://cdn.chicor.com/images/editor/20230707165219168.jpg', 'https://cdn.chicor.com/images/editor/20230707165224076.gif', 'https://cdn.chicor.com/images/editor/20230707165229296.jpg', 'https://cdn.chicor.com/images/editor/20230707165235093.jpg', 'https://cdn.chicor.com/images/editor/20230707165240293.gif', 'https://cdn.chicor.com/images/editor/20230707165244810.jpg', 'https://cdn.chicor.com/images/editor/20230707165249602.jpg', 'https://cdn.chicor.com/images/editor/20230707165254403.gif', 'https://cdn.chicor.com/images/editor/20230707165259810.jpg', 'https://cdn.chicor.com/images/editor/20230707165304530.jpg', 'https://cdn.chicor.com/images/editor/20230707165309297.jpg', 'https://cdn.chicor.com/images/editor/20230707165314482.jpg', 'https://cdn.chicor.com/images/editor/20230707165319042.jpg', 'https://cdn.chicor.com/images/editor/20230707165323580.gif', 'https://cdn.chicor.com/images/editor/20230707165328018.jpg', 'https://cdn.chicor.com/images/editor/20230707165332492.jpg']",베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20220323093919957.jpg?d=600x0,AGE20's,에센스 글로우 파운데이션 13호,32000,32000,0,2,100,['https://cdn.chicor.com/images/editor/20220307160254420.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20210910152643405.png?d=600x0,연작,스무딩 커버 컴팩트 파운데이션 2호,56700,63000,10,0,0,"['https://cdn.chicor.com/images/editor/20210910152508173.jpg', 'https://cdn.chicor.com/images/editor/20210910152513646.jpg']",베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20220323093831287.jpg?d=600x0,AGE20's,에센스 더블 커버 파운데이션 13호,32000,32000,0,0,0,['https://cdn.chicor.com/images/editor/20220307161626683.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20231018095300076.jpg?d=600x0,투에이엔,롱 웨어링 파운데이션,28000,28000,0,0,0,[],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20210125183500169.jpg?d=600x0,어반디케이,하이드로매니악 비건 틴티드 모이처라이저,36000,40000,10,4,100,['https://cdn.chicor.com/images/editor/20230208152031215.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20220509111903207.jpg?d=600x0,바비브라운,인텐시브 세럼 미니 파운데이션,50150,59000,15,10,90,['https://cdn.chicor.com/images/editor/20220509095558642.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20221223130053388.jpg?d=600x0,어반디케이,"하이드로 매니악 비건 틴티드 모이스처라이저 40,41,60",36000,40000,10,1,100,['https://cdn.chicor.com/images/editor/20230208152054924.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20210331152353709.jpg?d=600x0,끌레드뽀보떼,래디언트 플루이드 파운데이션 내추럴,161500,170000,5,2,100,['https://cdn.chicor.com/images/editor/20230201095329925.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20220323093305318.jpg?d=600x0,AGE20's,시그니처 에센스 커버 팩트 마스터 벨벳,42000,42000,0,4,95,['https://cdn.chicor.com/images/editor/20220307154009641.jpg'],베이스메이크업,파운데이션
https://cdn.chicor.com/images/product/20231113094043041.jpg?d=600x0,어반디케이,미미’s PICK! 올나이터 세팅 픽서 118ml,36000,45000,20,170,99,['https://cdn.chicor.com/images/editor/20230522140012603.jpg'],베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20231011142328697.jpg?d=600x0,어반디케이,올 나이트 메이크업 세팅 픽서 울트라 매트 118ml,40500,45000,10,16,93,['https://cdn.chicor.com/images/editor/20230522130423857.jpg'],베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20230712091257731.jpg?d=600x0,어반디케이,올나이터 엑스트라 글로우 세팅 픽서 118ml,40500,45000,10,22,98,['https://cdn.chicor.com/images/editor/20230522130401954.jpg'],베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20230626151945698.jpg?d=600x0,어반디케이,올나이터 비타민C픽서  (+ 미니픽서 3종 증정),36000,45000,20,50,99,['https://cdn.chicor.com/images/editor/20230713151824219.jpg'],베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20231011141932267.jpg?d=600x0,어반디케이,올 나이터 롱 라스팅 메이크업 세팅 스프레이 비타민-C,36000,45000,20,13,98,['https://cdn.chicor.com/images/editor/20230713151743006.jpg'],베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20230626092327021.png?d=600x0,메이크업포에버,미스트 & 픽스 100ML,37400,44000,15,8,100,"['https://cdn.chicor.com/images/editor/20230329192807454.jpg', 'https://cdn.chicor.com/images/editor/20230329192819488.gif', 'https://cdn.chicor.com/images/editor/20230329192828747.jpg']",베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20220905103126965.jpg?d=600x0,맥,프렙+프라임 픽스 플러스 100ml,34850,41000,15,15,99,"['https://cdn.chicor.com/images/editor/20200522015521665.jpg', 'https://cdn.chicor.com/images/editor/20200708153835827.jpg']",베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20231011142519146.jpg?d=600x0,어반디케이,올나이트 세팅 스프레이 - 울트라 매트 트래블,22500,25000,10,13,98,['https://cdn.chicor.com/images/editor/20230906171600543.jpg'],베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20230721134134696.jpg?d=600x0,어반디케이,올 나이터 메이크업 세팅 스프레이 30ml 기획세트,21250,25000,15,13,100,['https://cdn.chicor.com/images/editor/20230906171428738.jpg'],베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20210914154231083.jpg?d=600x0,베네피트,더 포어페셔널 슈퍼 세터 미니,21250,25000,15,27,100,['https://cdn.chicor.com/images/editor/20220513165919129.jpg'],베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20231011142438772.jpg?d=600x0,어반디케이,올나이트 세팅 스프레이 - 울트라 글로우 트래블,22500,25000,10,7,100,"['https://cdn.chicor.com/images/editor/20230906171452672.jpg', 'https://cdn.chicor.com/images/editor/20230906171500171.jpg']",베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20220513165901300.jpg?d=600x0,베네피트,더 포어페셔널 슈퍼 세터,37400,44000,15,12,100,['https://cdn.chicor.com/images/editor/20220513165856428.jpg'],베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20230329200238401.png?d=600x0,메이크업포에버,[NEW] 미스트 & 픽스 미니 30ml,20400,24000,15,2,80,"['https://cdn.chicor.com/images/editor/20230329200148564.jpg', 'https://cdn.chicor.com/images/editor/20230925142442596.gif', 'https://cdn.chicor.com/images/editor/20230329200203438.jpg']",베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20230801095256498.jpg?d=600x0,샬롯틸버리,샬롯 틸버리 에어브러쉬 플로리스 세팅 스프레이 34ml 듀오 (트래블),37350,41500,10,6,100,['https://img.lottegfr.co.kr/CharlotteTilbury/chicor/travel.jpg'],베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20230720141032082.jpg?d=600x0,어반디케이,올 나이터 메이크업 세팅 스프레이 비타민-C 30ml 기획세트,21250,25000,15,4,100,['https://cdn.chicor.com/images/editor/20230906171637481.jpg'],베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20221007110556317.jpg?d=600x0,네이밍,네이밍 리플렉팅 펄 픽서 50ml,9000,18000,50,4,100,"['https://cdn.chicor.com/images/editor/20210531110036278.jpg', 'https://cdn.chicor.com/images/editor/20210823171437108.jpg']",베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20220308094507363.jpg?d=600x0,샬롯틸버리,샬롯 틸버리 에어브러쉬 플로리스 세팅 스프레이,41400,46000,10,6,100,['http://img.lottegfr.co.kr/CharlotteTilbury/main2/102866.jpg'],베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20230626092350576.png?d=600x0,메이크업포에버,미스트 & 픽스 매트 100ML,37400,44000,15,0,0,"['https://cdn.chicor.com/images/editor/20230329193150138.jpg', 'https://cdn.chicor.com/images/editor/20230329193203617.gif', 'https://cdn.chicor.com/images/editor/20230329193212252.jpg']",베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20220906155431897.png?d=600x0,맥,픽스+ 스테이 오버 100ml,39950,47000,15,3,100,['https://cdn.chicor.com/images/editor/20220824143114870.jpg'],베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20230329200355177.png?d=600x0,메이크업포에버,[NEW] 미스트 & 픽스 매트 미니 30ml,20400,24000,15,3,100,"['https://cdn.chicor.com/images/editor/20230329200326414.jpg', 'https://cdn.chicor.com/images/editor/20230330094934819.gif', 'https://cdn.chicor.com/images/editor/20230329200352987.jpg']",베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20230608000051806.JPG?d=600x0,디어달리아,디어달리아 엔드리스 스킨 세팅 스프레이 30ml,12000,15000,20,0,0,"['https://baramimg.cafe24.com/2019NEW_Detail/BASE/Endless Skin Setting Spray/1.jpg', 'https://baramimg.cafe24.com/2019NEW_Detail/BASE/Endless Skin Setting Spray/1.gif', 'https://baramimg.cafe24.com/2019NEW_Detail/BASE/Endless Skin Setting Spray/2.jpg', 'https://baramimg.cafe24.com/2019NEW_Detail/BASE/Endless Skin Setting Spray/2.gif', 'https://baramimg.cafe24.com/2019NEW_Detail/BASE/Endless Skin Setting Spray/3.jpg']",베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20210803174329790.jpg?d=600x0,에스쁘아,풀데이 세팅 픽서 100ml,20000,20000,0,3,100,"['https://espoir.speedgabia.com/product/makeup/face/fixer1.jpg', 'https://espoir.speedgabia.com/product/makeup/face/fixer2.jpg', 'https://espoir.speedgabia.com/product/makeup/face/fixer3.jpg', 'https://espoir.speedgabia.com/product/makeup/face/fixer4.gif', 'https://espoir.speedgabia.com/product/makeup/face/fixer5.jpg', 'https://espoir.speedgabia.com/product/makeup/face/fixer6.jpg', 'https://espoir.speedgabia.com/product/makeup/face/fixer7.jpg', 'https://espoir.speedgabia.com/product/makeup/face/fixer8.gif', 'https://espoir.speedgabia.com/product/makeup/face/fixer9.jpg', 'https://espoir.speedgabia.com/product/makeup/face/fixer10.jpg', 'https://espoir.speedgabia.com/product/makeup/face/fixer11.gif', 'https://espoir.speedgabia.com/product/makeup/face/fixer12.jpg']",베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20220211203557519.jpg?d=600x0,오프라,미니 메이크업 픽서,13000,13000,0,1,100,"['https://contents.sixshop.com/uploadedFiles/76978/blogPost/image_1617787086985.jpg', 'https://contents.sixshop.com/uploadedFiles/76978/blogPost/image_1617780703764.jpg', 'https://contents.sixshop.com/uploadedFiles/76978/blogPost/image_1617780704180.jpg', 'https://contents.sixshop.com/uploadedFiles/76978/blogPost/image_1617780613623.gif', 'https://contents.sixshop.com/uploadedFiles/76978/blogPost/image_1617780704306.jpg', 'https://contents.sixshop.com/uploadedFiles/76978/blogPost/image_1617780476568.gif', 'https://contents.sixshop.com/uploadedFiles/76978/blogPost/image_1617780704468.jpg', 'https://contents.sixshop.com/uploadedFiles/76978/blogPost/image_1617780703996.jpg', 'https://contents.sixshop.com/uploadedFiles/76978/blogPost/image_1617780704716.jpg']",베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20220816102022688.jpg?d=600x0,로라메르시에,트랜스루센트 퓨어 세팅 스프레이 100ml,56700,63000,10,3,100,['https://cdn.chicor.com/images/editor/20230630162634310.jpg'],베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20230608000303746.JPG?d=600x0,디어달리아,디어달리아 엔드리스 스킨 세팅 스프레이 100ml,24000,30000,20,1,100,"['https://baramimg.cafe24.com/2019NEW_Detail/BASE/Endless Skin Setting Spray/1.jpg', 'https://baramimg.cafe24.com/2019NEW_Detail/BASE/Endless Skin Setting Spray/1.gif', 'https://baramimg.cafe24.com/2019NEW_Detail/BASE/Endless Skin Setting Spray/2.jpg', 'https://baramimg.cafe24.com/2019NEW_Detail/BASE/Endless Skin Setting Spray/2.gif', 'https://baramimg.cafe24.com/2019NEW_Detail/BASE/Endless Skin Setting Spray/3.jpg']",베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20220812092411986.jpg?d=600x0,로라메르시에,트랜스루센트 퓨어 세팅 스프레이 30ml,29700,33000,10,2,90,['https://cdn.chicor.com/images/editor/20230630151216185.jpg'],베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20231019105459760.png?d=600x0,메이크업포에버,미스트 앤 픽스 홀리데이 2023,37400,44000,15,1,100,['https://cdn.chicor.com/images/editor/20231027145411019.jpg'],베이스메이크업,메이크업픽서
https://cdn.chicor.com/images/product/20231011142052431.jpg?d=600x0,어반디케이,올나이터 비타민C픽서 트래블 30ml,20000,25000,20,1,100,['https://cdn.chicor.com/images/editor/20230906171620549.jpg'],베이스메이크업,메이크업픽서
